# L-11 Launch (Up to date)
# 3480 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (24.3 m/s).
#
# Time (s),Altitude (km),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (km),Position parallel to wind (km),Lateral distance (km),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (kg),Propellant mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.11,2.8944e-4,7.3749,95.037,7.3749,95.037,4.1381e-7,2.8976e-7,5.0517e-7,35,0.012872,0.16587,43.8,-120.6,9.8008,34.988,0,0,0,33.727,6.637,39.485,0.12653,NaN,2.4686,NaN,0.026905,1926591,3536.3,0.43612,0.6769,0.65497,0.42412,0.13269,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7556e-4,0.1397,153.28,89.9,35,NaN,5.9696,857.34,334.92,2e-3,0.10651
0.112,3.0438e-4,7.565,94.991,7.565,94.991,4.3517e-7,3.0471e-7,5.3125e-7,35,0.013203,0.16579,43.8,-120.6,9.8008,34.397,0,0,0,33.723,6.6335,39.483,0.12653,NaN,2.4685,NaN,0.027401,1962136,3534.4,0.4596,0.67547,0.66546,0.42268,0.13269,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9555e-4,0.1397,153.28,89.9,35,NaN,5.9695,857.33,334.92,2e-3,0.10777
0.114,3.197e-4,7.755,94.944,7.755,94.945,4.5708e-7,3.2005e-7,5.5799e-7,35,0.013535,0.16571,43.8,-120.6,9.8008,33.827,0,0,0,33.72,6.63,39.481,0.12653,NaN,2.4684,NaN,0.0279,1997866,3532.5,0.48357,0.67405,0.67535,0.42126,0.13269,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1553e-4,0.1397,153.28,89.9,35,NaN,5.9694,857.33,334.92,2e-3,0.10902
0.116,3.354e-4,7.9449,94.898,7.9449,94.898,4.7952e-7,3.3577e-7,5.8539e-7,35,0.013866,0.16563,43.8,-120.6,9.8008,33.278,0,0,0,33.717,6.6265,39.479,0.12652,NaN,2.4683,NaN,0.028402,2033770,3530.6,0.50803,0.67267,0.68467,0.41987,0.13269,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.355e-4,0.1397,153.28,89.9,35,NaN,5.9693,857.33,334.92,2e-3,0.11014
0.118,3.5148e-4,8.1347,94.852,8.1347,94.852,5.0251e-7,3.5186e-7,6.1345e-7,35,0.014198,0.16555,43.8,-120.6,9.8008,32.748,0,0,0,33.713,6.623,39.476,0.12652,NaN,2.4683,NaN,0.028905,2069838,3528.7,0.53295,0.67131,0.69345,0.4185,0.1327,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5546e-4,0.1397,153.28,89.9,35,NaN,5.9692,857.33,334.92,2e-3,0.1115
0.12,3.6794e-4,8.3244,94.805,8.3244,94.805,5.2604e-7,3.6834e-7,6.4218e-7,35,0.014529,0.16547,43.8,-120.6,9.8008,32.236,0,0,0,33.71,6.6195,39.474,0.12651,NaN,2.4682,NaN,0.029411,2106059,3526.8,0.55835,0.66997,0.70171,0.41716,0.1327,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7542e-4,0.1397,153.28,89.9,35,NaN,5.9691,857.33,334.92,2e-3,0.11261
0.122,3.8478e-4,8.514,94.759,8.5141,94.759,5.5012e-7,3.852e-7,6.7157e-7,35,0.01486,0.16539,43.8,-120.6,9.8008,31.742,0,0,0,33.706,6.616,39.472,0.12651,NaN,2.4681,NaN,0.029919,2142426,3524.9,0.5842,0.66866,0.70949,0.41585,0.1327,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9536e-4,0.1397,153.28,89.9,35,NaN,5.969,857.33,334.92,2e-3,0.11378
0.124,4.02e-4,8.7036,94.712,8.7036,94.712,5.7473e-7,4.0243e-7,7.0162e-7,35,0.015191,0.1653,43.8,-120.6,9.8008,31.265,0,0,0,33.703,6.6125,39.47,0.1265,NaN,2.4681,NaN,0.030429,2178930,3523,0.61051,0.66737,0.71681,0.41455,0.1327,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1529e-4,0.1397,153.28,89.9,35,NaN,5.9689,857.32,334.92,2e-3,0.11586
0.126,4.1959e-4,8.893,94.666,8.893,94.666,5.9989e-7,4.2005e-7,7.3233e-7,35,0.015521,0.16522,43.8,-120.6,9.8008,30.804,0,0,0,33.699,6.609,39.468,0.1265,NaN,2.468,NaN,0.030941,2215562,3521.1,0.63727,0.66611,0.72368,0.41328,0.1327,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3521e-4,0.1397,153.28,89.9,35,NaN,5.9688,857.32,334.92,2e-3,0.11709
0.128,4.3757e-4,9.0824,94.619,9.0824,94.619,6.2559e-7,4.3804e-7,7.637e-7,35,0.015852,0.16514,43.8,-120.6,9.8008,30.358,0,0,0,33.696,6.6055,39.466,0.1265,NaN,2.4679,NaN,0.031454,2252316,3519.2,0.66446,0.66486,0.73014,0.41203,0.1327,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5512e-4,0.1397,153.28,89.9,35,NaN,5.9687,857.32,334.92,2e-3,0.1182
0.13,4.5592e-4,9.2716,94.573,9.2716,94.573,6.5183e-7,4.5642e-7,7.9574e-7,35,0.016182,0.16506,43.8,-120.6,9.8008,29.927,0,0,0,33.692,6.602,39.464,0.12649,NaN,2.4678,NaN,0.031969,2289185,3517.2,0.69209,0.66364,0.7362,0.4108,0.1327,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.7503e-4,0.1397,153.28,89.9,35,NaN,5.9685,857.32,334.92,2e-3,0.11934
0.132,4.7466e-4,9.4608,94.526,9.4608,94.526,6.7861e-7,4.7517e-7,8.2843e-7,35,0.016512,0.16498,43.8,-120.6,9.8008,29.509,0,0,0,33.689,6.5985,39.462,0.12649,NaN,2.4678,NaN,0.032485,2326162,3515.3,0.72016,0.66244,0.74189,0.4096,0.13271,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9492e-4,0.1397,153.28,89.9,35,NaN,5.9684,857.32,334.92,2e-3,0.12121
0.134,4.9377e-4,9.6499,94.479,9.6499,94.48,7.0593e-7,4.943e-7,8.6179e-7,35,0.016842,0.1649,43.8,-120.6,9.8008,29.105,0,0,0,33.685,6.595,39.46,0.12648,NaN,2.4677,NaN,0.033003,2363241,3513.4,0.74864,0.66126,0.74722,0.40841,0.13271,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010148,0.1397,153.28,89.9,35,NaN,5.9683,857.31,334.92,2e-3,0.1226
0.136,5.1326e-4,9.8388,94.433,9.8389,94.433,7.338e-7,5.1381e-7,8.958e-7,35,0.017172,0.16482,43.8,-120.6,9.8008,28.714,0,0,0,33.682,6.5915,39.458,0.12648,NaN,2.4676,NaN,0.033522,2400415,3511.5,0.77755,0.66011,0.75222,0.40725,0.13271,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010347,0.1397,153.28,89.9,35,NaN,5.9682,857.31,334.92,2e-3,0.12389
0.138,5.3312e-4,10.028,94.386,10.028,94.386,7.622e-7,5.337e-7,9.3047e-7,35,0.017502,0.16473,43.8,-120.6,9.8008,28.335,0,0,0,33.678,6.588,39.456,0.12647,NaN,2.4675,NaN,0.034043,2437681,3509.6,0.80687,0.65897,0.7569,0.40611,0.13271,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010545,0.1397,153.28,89.9,35,NaN,5.968,857.31,334.92,2e-3,0.12509
0.14,5.5337e-4,10.217,94.339,10.217,94.34,7.9114e-7,5.5396e-7,9.6581e-7,35,0.017831,0.16465,43.8,-120.6,9.8008,27.967,0,0,0,33.675,6.5845,39.454,0.12647,NaN,2.4675,NaN,0.034565,2475033,3507.7,0.8366,0.65785,0.76128,0.40498,0.13271,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010744,0.1397,153.28,89.9,35,NaN,5.9679,857.31,334.92,2e-3,0.12622
0.142,5.7399e-4,10.405,94.293,10.405,94.293,8.2063e-7,5.7461e-7,1.0018e-6,35,0.018161,0.16457,43.8,-120.6,9.8008,27.611,0,0,0,33.671,6.581,39.452,0.12647,NaN,2.4674,NaN,0.035087,2512465,3505.8,0.86673,0.65675,0.76538,0.40388,0.13271,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010942,0.1397,153.28,89.9,35,NaN,5.9678,857.31,334.92,2e-3,0.12741
0.144,5.9499e-4,10.594,94.246,10.594,94.246,8.5065e-7,5.9563e-7,1.0384e-6,35,0.01849,0.16449,43.8,-120.6,9.8008,27.265,0,0,0,33.668,6.5775,39.45,0.12646,NaN,2.4673,NaN,0.035611,2.55e6,3503.9,0.89727,0.65567,0.7692,0.40279,0.13271,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011141,0.1397,153.28,89.9,35,NaN,5.9676,857.3,334.92,2e-3,0.12853
0.146,6.1636e-4,10.782,94.199,10.782,94.199,8.8121e-7,6.1703e-7,1.0758e-6,35,0.018819,0.16441,43.8,-120.6,9.8008,26.93,0,0,0,33.664,6.574,39.448,0.12646,NaN,2.4672,NaN,0.036136,2587554,3502,0.9282,0.65461,0.77277,0.40172,0.13272,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011339,0.1397,153.28,89.9,35,NaN,5.9675,857.3,334.92,2e-3,0.12973
0.148,6.3812e-4,10.971,94.152,10.971,94.153,9.1231e-7,6.3881e-7,1.1137e-6,35,0.019148,0.16433,43.8,-120.6,9.8008,26.604,0,0,0,33.661,6.5705,39.445,0.12645,NaN,2.4672,NaN,0.036662,2625203,3500.1,0.95953,0.65356,0.77611,0.40067,0.13272,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011537,0.1397,153.28,89.9,35,NaN,5.9674,857.3,334.92,2e-3,0.13106
0.15,6.6025e-4,11.159,94.106,11.159,94.106,9.4395e-7,6.6096e-7,1.1523e-6,35,0.019476,0.16425,43.8,-120.6,9.8008,26.288,0,0,0,33.657,6.567,39.443,0.12645,NaN,2.4671,NaN,0.037189,2662916,3498.2,0.99125,0.65253,0.77921,0.39963,0.13272,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011735,0.1397,153.28,89.9,35,NaN,5.9672,857.3,334.92,2e-3,0.1322
0.152,6.8275e-4,11.347,94.059,11.347,94.059,9.7613e-7,6.8349e-7,1.1916e-6,35,0.019805,0.16416,43.8,-120.6,9.8008,25.959,0,0,0,33.654,6.5635,39.441,0.12645,NaN,2.467,NaN,0.037709,2700188,3496.3,1.0234,0.65154,0.7824,0.39863,0.13272,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011933,0.1397,153.28,89.9,35,NaN,5.9671,857.29,334.91,2e-3,0.13333
0.154,7.0563e-4,11.535,94.012,11.535,94.012,1.0088e-6,7.064e-7,1.2316e-6,35,0.020133,0.16408,43.8,-120.6,9.8008,25.639,0,0,0,33.65,6.56,39.439,0.12644,NaN,2.4669,NaN,0.038231,2737528,3494.4,1.0559,0.65056,0.78537,0.39764,0.13272,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012131,0.1397,153.28,89.9,35,NaN,5.9669,857.29,334.91,2e-3,0.13447
0.156,7.2889e-4,11.723,93.965,11.723,93.965,1.0421e-6,7.2968e-7,1.2722e-6,35,0.020461,0.164,43.8,-120.6,9.8008,25.328,0,0,0,33.647,6.5565,39.437,0.12644,NaN,2.4669,NaN,0.038753,2774932,3492.5,1.0887,0.64959,0.78812,0.39667,0.13273,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012329,0.1397,153.28,89.9,35,NaN,5.9668,857.29,334.91,2e-3,0.1356
0.158,7.5253e-4,11.911,93.918,11.911,93.918,1.0759e-6,7.5334e-7,1.3134e-6,35,0.020789,0.16392,43.8,-120.6,9.8008,25.026,0,0,0,33.643,6.553,39.435,0.12643,NaN,2.4668,NaN,0.039277,2812398,3490.6,1.1219,0.64864,0.79067,0.39571,0.13273,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012526,0.1397,153.28,89.9,35,NaN,5.9666,857.29,334.91,2e-3,0.13672
0.16,7.7654e-4,12.099,93.871,12.099,93.872,1.1102e-6,7.7738e-7,1.3553e-6,35,0.021117,0.16384,43.8,-120.6,9.8008,24.731,0,0,0,33.64,6.5495,39.433,0.12643,NaN,2.4667,NaN,0.039801,2849922,3488.6,1.1555,0.6477,0.79303,0.39477,0.13273,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012724,0.1397,153.28,89.9,35,NaN,5.9665,857.28,334.91,2e-3,0.13789
0.162,8.0093e-4,12.287,93.825,12.287,93.825,1.1451e-6,8.0179e-7,1.3979e-6,35,0.021445,0.16375,43.8,-120.6,9.8008,24.445,0,0,0,33.636,6.546,39.431,0.12642,NaN,2.4666,NaN,0.040326,2887501,3486.7,1.1894,0.64678,0.79521,0.39384,0.13273,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012921,0.1397,153.28,89.9,35,NaN,5.9663,857.28,334.91,2e-3,0.13908
0.164,8.2569e-4,12.475,93.778,12.475,93.778,1.1805e-6,8.2658e-7,1.4411e-6,35,0.021772,0.16367,43.8,-120.6,9.8008,24.166,0,0,0,33.633,6.5425,39.429,0.12642,NaN,2.4666,NaN,0.040851,2925131,3484.8,1.2237,0.64587,0.79721,0.39292,0.13273,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013119,0.1397,153.28,89.9,35,NaN,5.9661,857.28,334.91,2e-3,0.1402
0.166,8.5082e-4,12.662,93.731,12.662,93.731,1.2164e-6,8.5174e-7,1.485e-6,35,0.0221,0.16359,43.8,-120.6,9.8008,23.894,0,0,0,33.629,6.539,39.427,0.12642,NaN,2.4665,NaN,0.041378,2962810,3482.9,1.2584,0.64498,0.79905,0.39202,0.13273,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013316,0.1397,153.28,89.9,35,NaN,5.966,857.28,334.91,2e-3,0.14198
0.168,8.7634e-4,12.85,93.684,12.85,93.684,1.2529e-6,8.7728e-7,1.5295e-6,35,0.022427,0.16351,43.8,-120.6,9.8008,23.629,0,0,0,33.626,6.5355,39.425,0.12641,NaN,2.4664,NaN,0.041905,3000536,3481,1.2939,0.64436,0.80108,0.3914,0.13274,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013513,0.1397,153.28,89.9,35,NaN,5.9658,857.27,334.91,2e-3,0.14314
0.17,9.0222e-4,13.037,93.637,13.037,93.637,1.2899e-6,9.032e-7,1.5747e-6,35,0.022754,0.16343,43.8,-120.6,9.8008,23.371,0,0,0,33.622,6.532,39.423,0.12641,NaN,2.4664,NaN,0.042432,3038306,3479.1,1.3307,0.64423,0.80354,0.39126,0.13274,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001371,0.1397,153.28,89.9,35,NaN,5.9656,857.27,334.91,2e-3,0.14425
0.172,9.2848e-4,13.224,93.59,13.224,93.59,1.3274e-6,9.2949e-7,1.6205e-6,35,0.023081,0.16334,43.8,-120.6,9.8008,23.119,0,0,0,33.619,6.5285,39.421,0.1264,NaN,2.4663,NaN,0.04296,3076117,3477.2,1.368,0.64411,0.80585,0.39112,0.13274,0.12024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013907,0.1397,153.28,89.9,35,NaN,5.9655,857.27,334.91,2e-3,0.14547
0.174,9.5512e-4,13.412,93.542,13.412,93.543,1.3655e-6,9.5615e-7,1.667e-6,35,0.023408,0.16326,43.8,-120.6,9.8008,22.874,0,0,0,33.615,6.525,39.419,0.1264,NaN,2.4662,NaN,0.043489,3113967,3475.3,1.4057,0.64398,0.80803,0.39099,0.13274,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014104,0.1397,153.28,89.9,35,NaN,5.9653,857.27,334.91,2e-3,0.14662
0.176,9.8213e-4,13.599,93.495,13.599,93.496,1.4041e-6,9.8319e-7,1.7141e-6,35,0.023734,0.16318,43.8,-120.6,9.8008,22.635,0,0,0,33.612,6.5215,39.416,0.1264,NaN,2.4661,NaN,0.044018,3151854,3473.4,1.4437,0.64385,0.81008,0.39086,0.13274,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014301,0.1397,153.28,89.9,35,NaN,5.9651,857.26,334.91,2e-3,0.14782
0.178,0.0010095,13.786,93.448,13.786,93.448,1.4433e-6,1.0106e-6,1.7619e-6,35,0.024061,0.1631,43.8,-120.6,9.8008,22.401,0,0,0,33.608,6.518,39.414,0.12639,NaN,2.4661,NaN,0.044548,3189775,3471.5,1.4822,0.64373,0.812,0.39073,0.13275,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014497,0.1397,153.28,89.9,35,NaN,5.9649,857.26,334.91,2e-3,0.14893
0.18,0.0010373,13.973,93.401,13.973,93.401,1.483e-6,1.0384e-6,1.8104e-6,35,0.024387,0.16302,43.8,-120.6,9.8008,22.173,0,0,0,33.605,6.5145,39.412,0.12639,NaN,2.466,NaN,0.045078,3227730,3469.6,1.521,0.64361,0.8138,0.3906,0.13275,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014694,0.1397,153.28,89.9,35,NaN,5.9648,857.26,334.91,2e-3,0.15004
0.182,0.0010654,14.159,93.354,14.159,93.354,1.5232e-6,1.0666e-6,1.8595e-6,35,0.024713,0.16293,43.8,-120.6,9.8008,21.951,0,0,0,33.601,6.511,39.41,0.12638,NaN,2.4659,NaN,0.045609,3265715,3467.7,1.5603,0.64349,0.81548,0.39047,0.13275,0.12027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001489,0.1397,153.28,89.9,35,NaN,5.9646,857.25,334.91,2e-3,0.15139
0.184,0.0010939,14.346,93.307,14.346,93.307,1.564e-6,1.0951e-6,1.9092e-6,35,0.025039,0.16285,43.8,-120.6,9.8008,21.734,0,0,0,33.598,6.5076,39.408,0.12638,NaN,2.4658,NaN,0.04614,3303730,3465.8,1.5999,0.64337,0.81706,0.39034,0.13275,0.12028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015087,0.1397,153.28,89.9,35,NaN,5.9644,857.25,334.91,2e-3,0.15252
0.186,0.0011228,14.533,93.26,14.533,93.26,1.6052e-6,1.124e-6,1.9596e-6,35,0.025365,0.16277,43.8,-120.6,9.8008,21.522,0,0,0,33.594,6.5041,39.406,0.12637,NaN,2.4658,NaN,0.046671,3341771,3463.9,1.6399,0.64326,0.81854,0.39022,0.13276,0.12028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015283,0.1397,153.28,89.9,35,NaN,5.9642,857.25,334.91,2e-3,0.1537
0.188,0.001152,14.719,93.212,14.719,93.212,1.6471e-6,1.1533e-6,2.0107e-6,35,0.02569,0.16269,43.8,-120.6,9.8008,21.315,0,0,0,33.591,6.5006,39.404,0.12637,NaN,2.4657,NaN,0.047203,3379839,3462,1.6803,0.64314,0.81991,0.3901,0.13276,0.12029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015479,0.1397,153.28,89.9,35,NaN,5.964,857.24,334.91,2e-3,0.15485
0.19,0.0011817,14.906,93.165,14.906,93.165,1.6894e-6,1.1829e-6,2.0624e-6,35,0.026016,0.1626,43.8,-120.6,9.8008,21.112,0,0,0,33.587,6.4971,39.402,0.12637,NaN,2.4656,NaN,0.047735,3417930,3460,1.7211,0.64303,0.8212,0.38998,0.13276,0.1203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015675,0.1397,153.28,89.9,35,NaN,5.9638,857.24,334.91,2e-3,0.15597
0.192,0.0012117,15.092,93.118,15.092,93.118,1.7323e-6,1.213e-6,2.1148e-6,35,0.026341,0.16252,43.8,-120.6,9.8008,20.914,0,0,0,33.584,6.4936,39.4,0.12636,NaN,2.4655,NaN,0.048268,3456044,3458.1,1.7622,0.64292,0.82239,0.38986,0.13276,0.1203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015871,0.1397,153.28,89.9,35,NaN,5.9636,857.24,334.91,2e-3,0.15714
0.194,0.001242,15.278,93.07,15.278,93.071,1.7757e-6,1.2434e-6,2.1678e-6,35,0.026666,0.16244,43.8,-120.6,9.8008,20.721,0,0,0,33.58,6.4901,39.398,0.12636,NaN,2.4655,NaN,0.0488,3494179,3456.2,1.8038,0.64281,0.8235,0.38974,0.13276,0.12031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016067,0.1397,153.28,89.9,35,NaN,5.9634,857.24,334.91,2e-3,0.15835
0.196,0.0012728,15.465,93.023,15.465,93.023,1.8197e-6,1.2742e-6,2.2214e-6,35,0.026991,0.16236,43.8,-120.6,9.8008,20.532,0,0,0,33.577,6.4866,39.396,0.12635,NaN,2.4654,NaN,0.049333,3532334,3454.3,1.8457,0.64271,0.82453,0.38962,0.13277,0.12032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016263,0.1397,153.28,89.9,35,NaN,5.9632,857.23,334.91,2e-3,0.15949
0.198,0.0013039,15.651,92.976,15.651,92.976,1.8642e-6,1.3053e-6,2.2757e-6,35,0.027315,0.16227,43.8,-120.6,9.8008,20.347,0,0,0,33.573,6.4831,39.394,0.12635,NaN,2.4653,NaN,0.049867,3570507,3452.4,1.888,0.6426,0.82548,0.38951,0.13277,0.12032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016459,0.1397,153.28,89.9,35,NaN,5.963,857.23,334.91,2e-3,0.16125
0.2,0.0013354,15.837,92.928,15.837,92.929,1.9092e-6,1.3368e-6,2.3307e-6,35,0.02764,0.16219,43.8,-120.6,9.8008,20.166,0,0,0,33.57,6.4796,39.392,0.12634,NaN,2.4652,NaN,0.0504,3608698,3450.5,1.9306,0.6425,0.82636,0.38939,0.13277,0.12033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016654,0.1397,153.28,89.9,35,NaN,5.9628,857.23,334.91,2e-3,0.16247
0.202,0.0013672,16.022,92.881,16.022,92.881,1.9547e-6,1.3687e-6,2.3863e-6,35,0.027964,0.16211,43.8,-120.6,9.8008,19.937,0,0,0,33.566,6.4761,39.389,0.12634,NaN,2.4652,NaN,0.050917,3645707,3448.6,1.973,0.6424,0.82743,0.38929,0.13277,0.12034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001685,0.1397,153.28,89.9,35,NaN,5.9626,857.22,334.91,2e-3,0.16367
0.204,0.0013995,16.208,92.834,16.208,92.834,2.0008e-6,1.401e-6,2.4425e-6,35,0.028289,0.16203,43.8,-120.6,9.8008,19.713,0,0,0,33.563,6.4726,39.387,0.12634,NaN,2.4651,NaN,0.051435,3682754,3446.7,2.0157,0.6423,0.82841,0.38918,0.13278,0.12034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017045,0.1397,153.28,89.9,35,NaN,5.9624,857.22,334.91,2e-3,0.16483
0.206,0.0014321,16.394,92.786,16.394,92.786,2.0474e-6,1.4336e-6,2.4994e-6,35,0.028613,0.16194,43.8,-120.6,9.8008,19.494,0,0,0,33.559,6.4691,39.385,0.12633,NaN,2.465,NaN,0.051953,3719836,3444.8,2.0587,0.6422,0.82928,0.38907,0.13278,0.12035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001724,0.1397,153.28,89.9,35,NaN,5.9622,857.21,334.91,2e-3,0.16595
0.208,0.001465,16.579,92.739,16.58,92.739,2.0946e-6,1.4666e-6,2.557e-6,35,0.028937,0.16186,43.8,-120.6,9.8008,19.279,0,0,0,33.556,6.4656,39.383,0.12633,NaN,2.4649,NaN,0.052471,3756952,3442.9,2.1019,0.64211,0.83006,0.38897,0.13278,0.12036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017435,0.1397,153.28,89.9,35,NaN,5.962,857.21,334.91,2e-3,0.16711
0.21,0.0014984,16.765,92.692,16.765,92.692,2.1422e-6,1.5e-6,2.6152e-6,35,0.02926,0.16178,43.8,-120.6,9.8008,19.069,0,0,0,33.552,6.4621,39.381,0.12632,NaN,2.4649,NaN,0.05299,3794101,3441,2.1455,0.64201,0.83075,0.38887,0.13278,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001763,0.1397,153.28,89.9,35,NaN,5.9618,857.21,334.91,2e-3,0.16822
0.212,0.0015321,16.95,92.644,16.95,92.644,2.1904e-6,1.5338e-6,2.674e-6,35,0.029584,0.16169,43.8,-120.6,9.8008,18.862,0,0,0,33.549,6.4586,39.379,0.12632,NaN,2.4648,NaN,0.05351,3831281,3439.1,2.1893,0.64192,0.83135,0.38876,0.13279,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017825,0.1397,153.28,89.9,35,NaN,5.9615,857.2,334.91,2e-3,0.16939
0.214,0.0015662,17.136,92.597,17.136,92.597,2.2392e-6,1.5679e-6,2.7335e-6,35,0.029907,0.16161,43.8,-120.6,9.8008,18.66,0,0,0,33.545,6.4551,39.377,0.12632,NaN,2.4647,NaN,0.05403,3868489,3437.2,2.2334,0.64183,0.83187,0.38866,0.13279,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001802,0.1397,153.28,89.9,35,NaN,5.9613,857.2,334.91,2e-3,0.18138
0.216,0.0016006,17.321,92.549,17.321,92.549,2.2884e-6,1.6024e-6,2.7937e-6,35,0.030231,0.16153,43.8,-120.6,9.8008,18.462,0,0,0,33.542,6.4516,39.375,0.12631,NaN,2.4646,NaN,0.05455,3905726,3435.3,2.2779,0.64174,0.83231,0.38856,0.13279,0.12039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018215,0.1397,153.28,89.9,35,NaN,5.9611,857.2,334.91,2e-3,0.18381
0.218,0.0016355,17.506,92.502,17.506,92.502,2.3382e-6,1.6372e-6,2.8544e-6,35,0.030554,0.16145,43.8,-120.6,9.8008,18.267,0,0,0,33.538,6.4481,39.373,0.12631,NaN,2.4646,NaN,0.055071,3942988,3433.4,2.3226,0.64165,0.83267,0.38846,0.13279,0.12039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001841,0.1397,153.28,89.9,35,NaN,5.9609,857.19,334.91,2e-3,0.19116
